Incident Number,Property Code,Property Use Description,Property Use Category,Incident Code,Primary Type Category,Sub Type Category,Aid Given or Received,Incident Date and Time,First Unit Dispatched,First Unit Arrived,All Units Clear,Total First Unit Response Time,Total Time Committed,shift,Incident Location Area,Number of Apparatus Assigned,Number of Personnel Assigned,Property Value,Property Lost,Contents Value,Contents Lost
17-0000483,213,Elementary school.,Educational,311,Medical,EMS,None,42752.43934,42752.43902,42752.44412,42752.44587,0:07:21,0.006851852,C,2,1,4,0,0,0,0
17-0000484,UUU,Undetermined.,Other,111,Fire,STRUCTURE,Automatic Aid Given,42752.45429,42752.45307,42752.45578,42752.46257,0:03:54,0.009502315,C,WWFD,4,11,0,0,0,0
17-0000485,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42752.51168,42752.51119,42752.51478,42752.52458,0:05:10,0.013391204,C,CSFD,1,5,0,0,0,0
17-0000486,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,42752.52641,42752.52586,42752.52968,42752.54091,0:05:30,0.01505787,C,4,2,9,0,0,0,0
17-0000487,215,"High school, junior high, middle school.",Educational,321,Medical,EMS,None,42752.55124,42752.55081,42752.55271,42752.5601,0:02:44,0.009293981,C,9,1,4,0,0,0,0
17-0000488,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42752.57303,42752.5724,42752.57593,42752.58626,0:05:05,0.013865741,C,3,1,4,0,0,0,0
17-0000489,419,1- or 2-family dwelling.,Residential,412,Special Ops,HAZARDOUS MATERIAL,None,42752.60476,42752.60383,42752.6073,42752.63088,0:05:00,0.027048611,C,3,4,12,0,0,0,0
17-0000490,599,Business office.,Business,321,Medical,EMS,None,42752.6337,42752.63351,42752.63581,42752.65385,0:03:19,0.020347222,C,1,2,6,0,0,0,0
17-0000491,599,Business office.,Business,611,No Hazard,GOOD INTENT,None,42752.6445,42752.64403,42752.64565,42752.64646,0:02:20,0.002430556,C,3,1,4,0,0,0,0
17-0000492,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42752.65612,42752.65567,42752.65957,42752.67044,0:05:37,0.014768519,C,6,1,3,0,0,0,0
17-0000493,429,Multifamily dwelling.,Residential,740,No Hazard,ALARM,None,42752.66339,42752.66221,42752.66685,42752.67059,0:06:41,0.00837963,C,3,2,7,0,0,0,0
17-0000494,599,Business office.,Business,445,Hazard,HAZARDOUS CONDITION,Automatic Aid Received,42752.66487,42752.66376,42752.66603,42752.70345,0:03:16,0.0396875,C,9,9,30,0,0,0,0
17-0000496,131,"Church, mosque.",Assembly,321,Medical,EMS,None,42752.68832,42752.68765,42752.6913,42752.70219,0:05:15,0.014537037,C,5,1,4,0,0,0,0
17-0000497,900,"Outside or special property, other.",Outside,440,Hazard,HAZARDOUS CONDITION,None,42752.75428,42752.75346,42752.75713,42752.76468,0:05:17,0.011215278,C,4,4,13,0,0,0,0
17-0000498,963,Street or road in commercial area.,Outside,322,Hazard,MVA,Automatic Aid Given,42752.75991,42752.75957,42752.76235,42752.77818,0:04:00,0.018611111,C,MVFD,4,12,0,0,0,0
17-0000499,962,"Residential street, road.",Outside,352,Hazard,MVA,Mutual Aid Received,42752.76878,42752.76848,42752.77302,42752.83288,0:06:32,0.064398148,C,7,2,8,0,0,0,0
17-0000500,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42752.99125,42752.9911,42752.99551,42753.00265,0:06:21,0.011550926,C,5,1,5,0,0,0,0
17-0000501,429,Multifamily dwelling.,Residential,745,No Hazard,ALARM,None,42753.10435,42753.10322,42753.10824,42753.11948,0:07:14,0.016261574,C,1,3,12,0,0,0,0
17-0000502,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42753.21377,42753.21365,42753.21785,42753.23446,0:06:03,0.020810185,C,3,1,4,0,0,0,0
17-0000503,141,Athletic or health club.,Assembly,321,Medical,EMS,None,42753.33764,42753.33744,42753.3401,42753.34977,0:03:50,0.012326389,A,3,1,4,0,0,0,0
17-0000504,700,"Manufacturing, processing.",Manufacturing,311,Medical,EMS,None,42753.45995,42753.45951,42753.46333,42753.46801,0:05:30,0.00849537,A,3,1,4,0,0,0,0
17-0000505,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,42753.48095,42753.48072,42753.48295,42753.49632,0:03:13,0.015601852,A,4,2,8,0,0,0,0
17-0000506,961,Highway or divided highway.,Outside,324,Hazard,MVA,None,42753.52904,42753.52806,42753.53369,42753.54427,0:08:07,0.016215278,A,7,2,9,0,0,0,0
17-0000507,419,1- or 2-family dwelling.,Residential,553,No Hazard,ASSIST,None,42753.57545,42753.57503,42753.57545,42753.57825,0:00:36,0.003217593,A,8,1,5,0,0,0,0
17-0000508,213,Elementary school.,Educational,733,No Hazard,ALARM,None,42753.59084,42753.58988,42753.59382,42753.60087,0:05:40,0.010983796,A,3,4,16,0,0,0,0
17-0000509,599,Business office.,Business,321,Medical,EMS,None,42753.65557,42753.65524,42753.65855,42753.66644,0:04:46,0.01119213,A,3,1,4,0,0,0,0
17-0000510,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42753.69282,42753.69259,42753.69656,42753.70029,0:05:43,0.007696759,A,3,2,7,0,0,0,0
17-0000511,419,1- or 2-family dwelling.,Residential,743,No Hazard,ALARM,None,42753.69962,42753.69903,42753.70146,42753.70595,0:03:30,0.006921296,A,9,3,12,0,0,0,0
17-0000512,UUU,Undetermined.,Other,111,Fire,STRUCTURE,Automatic Aid Given,42753.70757,42753.70708,42753.71123,42753.72808,0:05:58,0.02099537,A,MVFD,3,10,0,0,0,0
17-0000513,581,Department or discount store.,Business,321,Medical,EMS,None,42753.71465,42753.71407,42753.71788,42753.73034,0:05:29,0.016261574,A,9,1,5,0,0,0,0
17-0000514,961,Highway or divided highway.,Outside,322,Hazard,MVA,None,42753.74675,42753.74634,42753.74988,42753.77755,0:05:06,0.031203704,A,3,5,17,0,0,0,0
17-0000515,419,1- or 2-family dwelling.,Residential,743,No Hazard,ALARM,None,42753.76324,42753.7627,42753.76932,42753.77117,0:09:32,0.008472222,A,3,2,9,0,0,0,0
17-0000516,429,Multifamily dwelling.,Residential,714,No Hazard,ALARM,None,42753.75374,42753.75316,42753.75801,42753.76657,0:06:59,0.013414352,A,7,3,14,0,0,0,0
17-0000517,900,"Outside or special property, other.",Outside,622,No Hazard,GOOD INTENT,None,42753.77061,42753.7697,42753.77334,42753.78015,0:05:15,0.010451389,A,5,3,10,0,0,0,0
17-0000518,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42753.8003,42753.80014,42753.80382,42753.81831,0:05:18,0.018171296,A,8,1,5,0,0,0,0
17-0000519,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42753.81302,42753.81273,42753.81589,42753.82063,0:04:33,0.007893519,A,9,1,5,0,0,0,0
17-0000520,311,"Nursing homes licensed by the State,.",Health Care or Detention,412,Special Ops,HAZARDOUS MATERIAL,None,42753.84582,42753.84549,42753.84872,42753.8706,0:04:39,0.025115741,A,4,5,18,0,0,0,0
17-0000521,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42753.85672,42753.85653,42753.85925,42753.87262,0:03:55,0.016087963,A,3,1,4,0,0,0,0
17-0000522,419,1- or 2-family dwelling.,Residential,412,Special Ops,HAZARDOUS MATERIAL,None,42753.9148,42753.91454,42753.91736,42753.92713,0:04:04,0.012592593,A,8,4,14,0,0,0,0
17-0000523,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,42753.95648,42753.95627,42753.95913,42753.96552,0:04:07,0.009247685,A,4,1,4,0,0,0,0
17-0000524,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42754.02824,42754.02809,42754.0313,42754.04289,0:04:37,0.014803241,A,9,1,5,0,0,0,0
17-0000525,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42754.04698,42754.04683,42754.04978,42754.06019,0:04:15,0.013356481,A,2,1,4,0,0,0,0
17-0000526,419,1- or 2-family dwelling.,Residential,553,No Hazard,ASSIST,None,42754.14999,42754.14951,42754.15377,42754.16072,0:06:08,0.011203704,A,4,1,4,0,0,0,0
17-0000528,131,"Church, mosque.",Assembly,735,No Hazard,ALARM,None,42754.25549,42754.25468,42754.25978,42754.27289,0:07:21,0.018217593,A,2,3,13,0,0,0,0
17-0000529,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,42754.26956,42754.26934,42754.27264,42754.28319,0:04:45,0.013854167,A,3,1,4,0,0,0,0
17-0000530,419,1- or 2-family dwelling.,Residential,735,No Hazard,ALARM,None,42754.30372,42754.3035,42754.30675,42754.30862,0:04:41,0.005127315,A,3,1,4,0,0,0,0
17-0000531,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,42754.32726,42754.32676,42754.33,42754.34125,0:04:40,0.014490741,B,3,1,4,0,0,0,0
17-0000532,599,Business office.,Business,321,Medical,EMS,Mutual Aid Received,42754.41513,42754.41481,42754.41844,42754.43098,0:05:13,0.016168981,B,9,1,4,0,0,0,0
17-0000533,429,Multifamily dwelling.,Residential,733,No Hazard,ALARM,None,42754.45719,42754.45642,42754.45917,42754.47201,0:03:57,0.015590278,B,5,3,14,0,0,0,0
17-0000534,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42754.4805,42754.47995,42754.48419,42754.5036,0:06:06,0.023645833,B,5,1,4,0,0,0,0
17-0000535,161,Restaurant or cafeteria.,Assembly,321,Medical,EMS,Automatic Aid Received,42754.55523,42754.55495,42754.55833,42754.56748,0:04:52,0.012523148,B,9,1,4,0,0,0,0
17-0000536,UUU,Undetermined.,Other,321,Medical,EMS,Mutual Aid Given,42754.57149,42754.57074,42754.57325,42754.58299,0:03:37,0.01224537,B,MVFD,1,4,0,0,0,0
17-0000537,599,Business office.,Business,651,No Hazard,GOOD INTENT,Automatic Aid Received,42754.58615,42754.58404,42754.58809,42754.59292,0:05:50,0.008877315,B,2,6,21,0,0,0,0
17-0000538,963,Street or road in commercial area.,Outside,322,Hazard,MVA,None,42754.63237,42754.63215,42754.63638,42754.65546,0:06:05,0.023310185,B,1,2,8,0,0,0,0
17-0000539,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,42754.65468,42754.65429,42754.6567,42754.66887,0:03:28,0.014571759,B,4,1,5,0,0,0,0
17-0000542,215,"High school, junior high, middle school.",Educational,321,Medical,EMS,None,42754.7781,42754.77795,42754.78182,42754.78877,0:05:34,0.010821759,B,2,1,3,0,0,0,0
17-0000543,UUU,Undetermined.,Other,611,No Hazard,GOOD INTENT,Automatic Aid Given,42754.79362,42754.7922,42754.79436,42754.79714,0:03:07,0.00494213,B,APFD,3,9,0,0,0,0
17-0000544,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42754.80869,42754.80844,42754.81242,42754.82126,0:05:44,0.012824074,B,1,2,9,0,0,0,0
17-0000546,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42754.91811,42754.91801,42754.92051,42754.95333,0:03:36,0.035324074,B,4,1,4,0,0,0,0
17-0000547,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42754.95601,42754.95575,42754.95949,42754.96418,0:05:23,0.008425926,B,9,1,4,0,0,0,0
17-0000548,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42754.98161,42754.98137,42754.98551,42754.99906,0:05:58,0.017696759,B,8,1,4,0,0,0,0
17-0000549,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42754.98605,42754.9859,42754.98979,42754.99255,0:05:36,0.006643519,B,1,1,5,0,0,0,0
17-0000550,400,"Residential, other.",Residential,321,Medical,EMS,None,42755.08367,42755.0835,42755.08625,42755.10775,0:03:58,0.024259259,B,4,1,4,0,0,0,0
17-0000551,599,Business office.,Business,324,Hazard,MVA,None,42755.22552,42755.22494,42755.22921,42755.24797,0:06:09,0.023032407,B,1,2,8,0,0,0,0
17-0000552,963,Street or road in commercial area.,Outside,322,Hazard,MVA,None,42755.2715,42755.27119,42755.27418,42755.29756,0:04:18,0.026365741,B,4,2,7,0,0,0,0
17-0000554,332,Hospices.,Health Care or Detention,131,Fire,VEHICLE,None,42755.29409,42755.29351,42755.29683,42755.31995,0:04:47,0.026446759,B,2,5,17,6000,6000,100,25
17-0000555,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42755.36615,42755.36579,42755.36883,42755.3744,0:04:23,0.008611111,A,5,1,4,0,0,0,0
17-0000556,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42755.3852,42755.38506,42755.38694,42755.39688,0:02:43,0.01181713,A,9,1,4,0,0,0,0
17-0000557,419,1- or 2-family dwelling.,Residential,611,No Hazard,GOOD INTENT,None,42755.44051,42755.44041,,42755.44258,,0.002175926,A,5,1,4,0,0,0,0
17-0000558,449,"Hotel/Motel, commercial.",Residential,321,Medical,EMS,Automatic Aid Received,42755.48669,42755.48634,42755.49093,42755.49587,0:06:36,0.009525463,A,1,1,5,0,0,0,0
17-0000559,961,Highway or divided highway.,Outside,322,Hazard,MVA,Automatic Aid Received,42755.56111,42755.56065,42755.56433,42755.58987,0:05:18,0.029224537,A,1,5,13,0,0,0,0
17-0000560,963,Street or road in commercial area.,Outside,611,No Hazard,GOOD INTENT,Automatic Aid Received,42755.60855,42755.60821,,42755.6103,,0.002094907,A,3,1,4,0,0,0,0
17-0000561,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42755.63477,42755.63453,42755.63784,42755.65447,0:04:46,0.01994213,A,3,2,9,0,0,0,0
17-0000562,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42755.64582,42755.64545,42755.64866,42755.66542,0:04:37,0.019965278,A,3,2,9,0,0,0,0
17-0000563,121,"Ballroom, gymnasium.",Assembly,744,No Hazard,ALARM,None,42755.69416,42755.69301,42755.69675,42755.71431,0:05:23,0.021296296,A,2,3,12,0,0,0,0
17-0000564,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42755.69782,42755.69759,42755.7027,42755.70997,0:07:21,0.012372685,A,9,1,3,0,0,0,0
17-0000565,599,Business office.,Business,311,Medical,EMS,Automatic Aid Received,42755.7123,42755.71149,42755.71583,42755.71774,0:06:15,0.00625,A,1,1,5,0,0,0,0
17-0000566,439,Boarding/Rooming house.,Residential,321,Medical,EMS,None,42755.75208,42755.75191,42755.75486,42755.76222,0:04:15,0.0103125,A,4,1,5,0,0,0,0
17-0000568,429,Multifamily dwelling.,Residential,311,Medical,EMS,None,42755.78541,42755.78483,42755.78821,42755.79288,0:04:52,0.008055556,A,6,1,3,0,0,0,0
17-0000569,500,"Mercantile, business, other.",Business,321,Medical,EMS,None,42755.79606,42755.79532,42755.79843,42755.80453,0:04:28,0.009201389,A,5,1,4,0,0,0,0
17-0000570,419,1- or 2-family dwelling.,Residential,300,Medical,EMS,None,42755.80226,42755.80206,42755.80631,42755.8085,0:06:07,0.006435185,A,8,1,4,0,0,0,0
17-0000571,963,Street or road in commercial area.,Outside,324,Hazard,MVA,None,42755.8065,42755.80638,42755.81038,42755.81825,0:05:46,0.011875,A,1,2,9,0,0,0,0
17-0000572,962,"Residential street, road.",Outside,671,No Hazard,GOOD INTENT,None,42755.8213,42755.82073,42755.82341,42755.83822,0:03:52,0.017488426,A,5,4,12,0,0,0,0
17-0000573,961,Highway or divided highway.,Outside,650,No Hazard,GOOD INTENT,Automatic Aid Received,42755.86194,42755.86111,42755.86303,42755.88168,0:02:46,0.02056713,A,1,2,8,0,0,0,0
17-0000574,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42755.87123,42755.87108,42755.87551,42755.87806,0:06:23,0.006979167,A,6,1,3,0,0,0,0
17-0000575,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42755.87951,42755.87919,42755.88304,42755.89545,0:05:33,0.016261574,A,2,1,4,0,0,0,0
17-0000576,519,"Food and beverage sales, grocery store.",Business,321,Medical,EMS,None,42755.91631,42755.91608,42755.91806,42755.92441,0:02:51,0.008333333,A,4,1,5,0,0,0,0
17-0000577,599,Business office.,Business,735,No Hazard,ALARM,None,42755.99535,42755.99451,42755.99862,42756.01532,0:05:55,0.020810185,A,1,2,8,0,0,0,0
17-0000578,599,Business office.,Business,622,No Hazard,GOOD INTENT,Automatic Aid Received,42756.00273,42756.00198,42756.00513,42756.00839,0:04:32,0.006412037,A,6,6,19,0,0,0,0
17-0000579,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42756.06186,42756.06163,42756.06502,42756.07728,0:04:53,0.015648148,A,4,1,5,0,0,0,0
17-0000580,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42756.07409,42756.07375,42756.07787,42756.09001,0:05:56,0.016261574,A,3,1,4,0,0,0,0
17-0000581,215,"High school, junior high, middle school.",Educational,331,No Hazard,ASSIST,None,42756.4263,42756.42449,42756.42995,42756.43554,0:07:52,0.011053241,B,7,2,9,0,0,0,0
17-0000582,429,Multifamily dwelling.,Residential,353,No Hazard,ASSIST,None,42756.47057,42756.46958,42756.47372,42756.48716,0:05:57,0.017581019,B,4,2,8,0,0,0,0
17-0000584,419,1- or 2-family dwelling.,Residential,743,No Hazard,ALARM,None,42756.50178,42756.50162,42756.5049,42756.5078,0:04:43,0.006180556,B,9,2,8,0,0,0,0
17-0000585,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42756.50395,42756.50318,42756.50645,42756.50777,0:04:42,0.004583333,B,5,2,8,0,0,0,0
17-0000586,311,"Nursing homes licensed by the State,.",Health Care or Detention,311,Medical,EMS,None,42756.55466,42756.55377,42756.55745,42756.56204,0:05:18,0.008263889,B,3,1,4,0,0,0,0
17-0000587,599,Business office.,Business,745,No Hazard,ALARM,None,42756.59355,42756.59258,42756.5962,42756.59943,0:05:13,0.006851852,B,1,2,9,0,0,0,0
17-0000588,215,"High school, junior high, middle school.",Educational,321,Medical,EMS,None,42756.59792,42756.5976,42756.60142,42756.61736,0:05:30,0.019756944,B,2,2,9,0,0,0,0
17-0000589,UUU,Undetermined.,Other,324,Hazard,MVA,Automatic Aid Given,42756.59887,42756.59781,42756.60229,42756.61774,0:06:27,0.019930556,B,MVFD,3,9,0,0,0,0
17-0000590,429,Multifamily dwelling.,Residential,740,No Hazard,ALARM,None,42756.60375,42756.60311,42756.60634,42756.60962,0:04:39,0.00650463,B,1,1,5,0,0,0,0
17-0000591,960,"Street, other.",Outside,324,Hazard,MVA,None,42756.65756,42756.65713,42756.65924,42756.67002,0:03:02,0.012893519,B,2,2,7,0,0,0,0
17-0000592,449,"Hotel/Motel, commercial.",Residential,733,No Hazard,ALARM,None,42756.67928,42756.67843,42756.68135,42756.68612,0:04:13,0.007696759,B,1,3,13,0,0,0,0
17-0000593,419,1- or 2-family dwelling.,Residential,746,No Hazard,ALARM,None,42756.70731,42756.70641,42756.71216,42756.71977,0:08:17,0.013356481,B,6,1,4,0,0,0,0
17-0000595,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42756.81106,42756.81091,42756.81294,42756.84544,0:02:55,0.034525463,B,1,1,5,0,0,0,0
17-0000596,419,1- or 2-family dwelling.,Residential,600,No Hazard,GOOD INTENT,None,42756.8262,42756.82522,42756.83015,42756.83685,0:07:06,0.011631944,B,2,3,8,0,0,0,0
17-0000597,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42756.85527,42756.8549,42756.85767,42756.86384,0:04:00,0.008946759,B,6,1,3,0,0,0,0
17-0000598,571,"Service station, gas station.",Business,622,No Hazard,GOOD INTENT,None,42756.8592,42756.85854,42756.8614,42756.86257,0:04:07,0.004027778,B,1,1,5,0,0,0,0
17-0000600,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42757.06233,42757.06175,42757.06576,42757.06949,0:05:47,0.007743056,B,5,1,5,0,0,0,0
17-0000601,519,"Food and beverage sales, grocery store.",Business,321,Medical,EMS,None,42757.10676,42757.10634,42757.1084,42757.1156,0:02:58,0.009259259,B,9,1,4,0,0,0,0
17-0000602,311,"Nursing homes licensed by the State,.",Health Care or Detention,311,Medical,EMS,None,42757.36118,42757.36054,42757.36458,42757.37486,0:05:49,0.01431713,C,4,1,4,0,0,0,0
17-0000603,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42757.36553,42757.3638,42757.36852,42757.38515,0:06:48,0.021354167,C,5,1,4,0,0,0,0
17-0000604,419,1- or 2-family dwelling.,Residential,440,Hazard,HAZARDOUS CONDITION,Automatic Aid Received,42757.44774,42757.44691,42757.45154,42757.47667,0:06:40,0.029756944,C,4,6,20,0,0,0,0
17-0000605,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42757.45661,42757.45624,42757.4611,42757.47291,0:07:00,0.016666667,C,4,1,4,0,0,0,0
17-0000606,400,"Residential, other.",Residential,311,Medical,EMS,None,42757.51728,42757.51679,42757.51906,42757.53176,0:03:16,0.014965278,C,3,2,8,0,0,0,0
17-0000607,400,"Residential, other.",Residential,651,No Hazard,GOOD INTENT,Automatic Aid Received,42757.47551,42757.474,42757.47891,42757.51851,0:07:04,0.044502315,C,3,9,26,0,0,0,0
17-0000608,131,"Church, mosque.",Assembly,511,No Hazard,ASSIST,None,42757.54574,42757.54519,42757.55176,42757.55642,0:09:28,0.011238426,C,2,2,7,0,0,0,0
17-0000609,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42757.57024,42757.57007,42757.57354,42757.58426,0:05:00,0.014189815,C,3,1,4,0,0,0,0
17-0000610,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42757.57951,42757.5794,42757.5823,42757.59984,0:04:11,0.020439815,C,2,1,3,0,0,0,0
17-0000611,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42757.5859,42757.58525,42757.5891,42757.5978,0:05:32,0.012546296,C,3,1,3,0,0,0,0
17-0000612,449,"Hotel/Motel, commercial.",Residential,353,No Hazard,ASSIST,None,42757.67897,42757.67792,42757.68182,42757.69321,0:05:37,0.015289352,C,9,2,7,0,0,0,0
17-0000613,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,42757.71674,42757.7159,42757.71951,42757.72851,0:05:12,0.012604167,C,3,1,4,0,0,0,0
17-0000614,141,Athletic or health club.,Assembly,321,Medical,EMS,None,42757.73685,42757.73618,42757.73811,42757.74566,0:02:47,0.009479167,C,9,1,4,0,0,0,0
17-0000615,419,1- or 2-family dwelling.,Residential,441,Hazard,HAZARDOUS CONDITION,Automatic Aid Received,42757.77127,42757.77067,42757.77397,42757.78272,0:04:45,0.012048611,C,2,6,19,0,0,0,0
17-0000616,400,"Residential, other.",Residential,600,No Hazard,GOOD INTENT,None,42757.79721,42757.79704,42757.79999,42757.82177,0:04:15,0.024733796,C,4,2,7,0,0,0,0
17-0000617,429,Multifamily dwelling.,Residential,743,No Hazard,ALARM,None,42757.80922,42757.80828,42757.81169,42757.82051,0:04:55,0.012233796,C,5,2,7,0,0,0,0
17-0000618,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42757.83899,42757.8388,42757.84208,42757.84877,0:04:44,0.009976852,C,3,1,4,0,0,0,0
17-0000619,161,Restaurant or cafeteria.,Assembly,743,No Hazard,ALARM,None,42757.84971,42757.84902,42757.8524,42757.85662,0:04:52,0.007604167,C,9,2,8,0,0,0,0
17-0000620,419,1- or 2-family dwelling.,Residential,733,No Hazard,ALARM,None,42757.91987,42757.9189,42757.92397,42757.93041,0:07:18,0.01150463,C,1,1,4,0,0,0,0
17-0000621,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42757.94056,42757.94003,42757.94382,42757.95831,0:05:27,0.018275463,C,3,1,4,0,0,0,0
17-0000622,419,1- or 2-family dwelling.,Residential,736,No Hazard,ALARM,None,42757.96935,42757.96821,42757.97311,42757.98315,0:07:04,0.01494213,C,8,2,7,0,0,0,0
17-0000623,429,Multifamily dwelling.,Residential,733,No Hazard,ALARM,None,42757.97338,42757.97242,42757.97782,42757.98588,0:07:47,0.013460648,C,7,3,11,0,0,0,0
17-0000624,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42757.99508,42757.99466,42757.99938,42758.00641,0:06:47,0.011747685,C,8,1,4,0,0,0,0
17-0000625,419,1- or 2-family dwelling.,Residential,331,No Hazard,ASSIST,None,42758.1749,42758.17479,42758.17877,42758.18803,0:05:44,0.013240741,C,3,1,4,0,0,0,0
17-0000626,419,1- or 2-family dwelling.,Residential,736,No Hazard,ALARM,None,42758.35646,42758.35525,42758.3594,42758.36625,0:05:58,0.01099537,B,3,2,8,0,0,0,0
17-0000627,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42758.37395,42758.37336,42758.3769,42758.38339,0:05:06,0.010034722,B,9,1,4,0,0,0,0
17-0000628,599,Business office.,Business,321,Medical,EMS,None,42758.37747,42758.37584,42758.37926,42758.39186,0:04:55,0.016018519,B,3,2,8,0,0,0,0
17-0000629,961,Highway or divided highway.,Outside,622,No Hazard,GOOD INTENT,None,42758.38155,42758.38063,42758.38311,42758.38506,0:03:35,0.00443287,B,3,1,4,0,0,0,0
17-0000630,300,"Health care, detention, and correction.",Health Care or Detention,321,Medical,EMS,None,42758.40903,42758.40838,42758.41197,42758.42398,0:05:10,0.015601852,B,3,1,4,0,0,0,0
17-0000631,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42758.42545,42758.42492,42758.42819,42758.43662,0:04:43,0.011701389,B,6,1,3,0,0,0,0
17-0000632,581,Department or discount store.,Business,321,Medical,EMS,None,42758.43017,42758.43002,42758.43263,42758.4509,0:03:45,0.02087963,B,4,1,5,0,0,0,0
17-0000633,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42758.43059,42758.4301,42758.43257,42758.44638,0:03:33,0.016273148,B,9,1,4,0,0,0,0
17-0000634,300,"Health care, detention, and correction.",Health Care or Detention,321,Medical,EMS,None,42758.44039,42758.4398,42758.44411,42758.45259,0:06:12,0.012789352,B,4,1,4,0,0,0,0
17-0000635,215,"High school, junior high, middle school.",Educational,321,Medical,EMS,None,42758.45348,42758.45339,42758.4549,42758.46465,0:02:10,0.011261574,B,9,1,4,0,0,0,0
17-0000636,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42758.52927,42758.52874,42758.535,42758.55315,0:09:01,0.024409722,B,8,1,4,0,0,0,0
17-0000637,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42758.53127,42758.53078,42758.53384,42758.54267,0:04:25,0.011898148,B,1,1,9,0,0,0,0
17-0000638,599,Business office.,Business,745,No Hazard,ALARM,None,42758.53372,42758.53285,42758.53664,42758.54138,0:05:28,0.008530093,B,3,3,13,0,0,0,0
17-0000639,213,Elementary school.,Educational,321,Medical,EMS,None,42758.55484,42758.55424,42758.55759,42758.56976,0:04:50,0.015520833,B,7,1,4,0,0,0,0
17-0000640,500,"Mercantile, business, other.",Business,611,No Hazard,GOOD INTENT,None,42758.57581,42758.57527,,42758.5769,,0.001631944,B,3,1,5,0,0,0,0
17-0000641,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42758.58559,42758.58508,42758.58876,42758.60381,0:05:18,0.018726852,B,4,1,5,0,0,0,0
17-0000642,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42758.65581,42758.65516,42758.65764,42758.67477,0:03:34,0.019606481,B,5,1,5,0,0,0,0
17-0000643,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42758.66059,42758.65972,42758.66313,42758.6748,0:04:54,0.015081019,B,4,1,5,0,0,0,0
17-0000644,419,1- or 2-family dwelling.,Residential,331,No Hazard,ASSIST,None,42758.67326,42758.67206,42758.6787,42758.68208,0:09:34,0.010023148,B,5,1,4,0,0,0,0
