Incident Number,Property Code,Property Use Description,Property Use Category,Incident Code,Primary Type Category,Sub Type Category,Aid Given or Received,Incident Date and Time,First Unit Dispatched,First Unit Arrived,All Units Clear,Total First Unit Response Time,Total Time Committed,shift,Incident Location Area,Number of Apparatus Assigned,Number of Personnel Assigned, Property Value , Property Lost , Contents Value , Contents Lost 
16-0006898,599,Business office.,Business,743,No Hazard,ALARM,Automatic Aid Received,9/19/2016 19:53,9/19/2016 19:51,9/19/2016 20:00,9/19/2016 20:03,0:09:15,0:12:09,B,1,2,7, $-   , $-   , $-   , $-   
16-0006899,960,"Street, other.",Outside,324,Hazard,MVA,Automatic Aid Received,9/19/2016 20:20,9/19/2016 20:19,9/19/2016 20:25,9/19/2016 20:41,0:05:28,0:21:43,B,MVFD,2,7, $-   , $-   , $-   , $-   
16-0006900,961,Highway or divided highway.,Outside,132,Fire,VEHICLE,Automatic Aid Given,9/19/2016 20:38,9/19/2016 20:37,9/19/2016 20:40,9/19/2016 21:05,0:03:17,0:28:02,B,WWFD,4,13, $-   , $-   , $-   , $-   
16-0006901,962,"Residential street, road.",Outside,622,No Hazard,GOOD INTENT,None,9/19/2016 20:29,9/19/2016 20:29,9/19/2016 20:34,9/19/2016 20:42,0:04:17,0:12:17,B,8,1,4, $-   , $-   , $-   , $-   
16-0006902,419,1- or 2-family dwelling.,Residential,740,No Hazard,ALARM,None,9/19/2016 21:04,9/19/2016 21:04,9/19/2016 21:08,9/19/2016 21:15,0:04:31,0:11:55,B,6,1,3, $-   , $-   , $-   , $-   
16-0006903,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,9/19/2016 21:12,9/19/2016 21:11,9/19/2016 21:16,9/19/2016 21:30,0:04:33,0:18:48,B,4,1,5, $-   , $-   , $-   , $-   
16-0006904,419,1- or 2-family dwelling.,Residential,743,No Hazard,ALARM,Automatic Aid Given,9/19/2016 21:42,9/19/2016 21:40,9/19/2016 21:48,9/19/2016 21:58,0:08:18,0:18:12,B,MVFD,1,4, $-   , $-   , $-   , $-   
16-0006905,429,Multifamily dwelling.,Residential,311,Medical,EMS,None,9/19/2016 21:48,9/19/2016 21:47,9/19/2016 21:51,9/19/2016 22:19,0:03:35,0:31:32,B,4,1,5, $-   , $-   , $-   , $-   
16-0006906,429,Multifamily dwelling.,Residential,743,No Hazard,ALARM,None,9/19/2016 21:54,9/19/2016 21:52,9/19/2016 22:01,9/19/2016 22:22,0:08:20,0:29:53,B,1,4,12, $-   , $-   , $-   , $-   
16-0006907,429,Multifamily dwelling.,Residential,743,No Hazard,ALARM,None,9/19/2016 22:01,9/19/2016 21:57,9/19/2016 22:07,9/19/2016 22:18,0:10:05,0:21:01,B,7,2,7, $-   , $-   , $-   , $-   
16-0006908,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,9/19/2016 22:19,9/19/2016 22:19,9/19/2016 22:24,9/19/2016 22:50,0:04:36,0:30:46,B,5,1,4, $-   , $-   , $-   , $-   
16-0006909,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,9/19/2016 23:04,9/19/2016 23:03,9/19/2016 23:08,9/19/2016 23:32,0:04:52,0:29:41,B,3,1,4, $-   , $-   , $-   , $-   
16-0006910,419,1- or 2-family dwelling.,Residential,733,No Hazard,ALARM,Automatic Aid Given,9/20/2016 3:31,9/20/2016 3:29,9/20/2016 3:36,9/20/2016 3:41,0:07:13,0:12:17,B,MVFD,1,4, $-   , $-   , $-   , $-   
16-0006911,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,9/20/2016 3:46,9/20/2016 3:45,9/20/2016 3:51,9/20/2016 4:09,0:05:51,0:23:36,B,6,1,3, $-   , $-   , $-   , $-   
16-0006912,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,9/20/2016 6:27,9/20/2016 6:27,9/20/2016 6:31,9/20/2016 6:36,0:04:45,0:09:35,B,3,1,4, $-   , $-   , $-   , $-   
16-0006913,599,Business office.,Business,321,Medical,EMS,None,9/20/2016 8:39,9/20/2016 8:38,9/20/2016 8:44,9/20/2016 8:59,0:05:15,0:20:35,C,1,1,4, $-   , $-   , $-   , $-   
16-0006914,961,Highway or divided highway.,Outside,324,Hazard,MVA,None,9/20/2016 8:41,9/20/2016 8:40,9/20/2016 8:47,9/20/2016 9:10,0:06:51,0:30:31,C,9,5,16, $-   , $-   , $-   , $-   
16-0006915,569,"Professional supplies, services.",Business,731,No Hazard,ALARM,Automatic Aid Received,9/20/2016 10:54,9/20/2016 10:53,9/20/2016 11:04,9/20/2016 11:18,0:11:25,0:24:56,C,1,3,8, $-   , $-   , $-   , $-   
16-0006916,215,"High school, junior high, middle school.",Educational,321,Medical,EMS,Automatic Aid Received,9/20/2016 11:06,9/20/2016 11:06,9/20/2016 11:13,9/20/2016 11:31,0:07:45,0:25:36,C,6,1,3, $-   , $-   , $-   , $-   
16-0006917,215,"High school, junior high, middle school.",Educational,321,Medical,EMS,None,9/20/2016 11:27,9/20/2016 11:27,9/20/2016 11:32,9/20/2016 11:47,0:04:47,0:20:34,C,7,1,3, $-   , $-   , $-   , $-   
16-0006918,963,Street or road in commercial area.,Outside,463,Hazard,MVA,None,9/20/2016 12:17,9/20/2016 12:16,9/20/2016 12:17,9/20/2016 12:40,0:01:11,0:24:24,C,6,2,7, $-   , $-   , $-   , $-   
16-0006922,961,Highway or divided highway.,Outside,324,Hazard,MVA,None,9/20/2016 14:39,9/20/2016 14:38,9/20/2016 14:43,9/20/2016 15:06,0:04:35,0:27:35,C,9,2,8, $-   , $-   , $-   , $-   
16-0006923,215,"High school, junior high, middle school.",Educational,321,Medical,EMS,None,9/20/2016 15:06,9/20/2016 15:06,9/20/2016 15:09,9/20/2016 15:26,0:03:33,0:20:41,C,1,1,4, $-   , $-   , $-   , $-   
16-0006924,800,"Storage, other.",Storage,741,No Hazard,ALARM,Automatic Aid Received,9/20/2016 15:47,9/20/2016 15:44,9/20/2016 15:55,9/20/2016 16:06,0:10:54,0:21:55,C,1,2,8, $-   , $-   , $-   , $-   
16-0006925,599,Business office.,Business,322,Hazard,MVA,None,9/20/2016 16:00,9/20/2016 15:59,9/20/2016 16:05,9/20/2016 16:24,0:05:42,0:24:28,C,5,2,7, $-   , $-   , $-   , $-   
16-0006926,960,"Street, other.",Outside,600,No Hazard,GOOD INTENT,None,9/20/2016 16:33,9/20/2016 16:32,9/20/2016 16:38,9/20/2016 16:46,0:06:08,0:14:48,C,4,1,4, $-   , $-   , $-   , $-   
16-0006927,254,Day care in commercial property.,Educational,331,No Hazard,ASSIST,None,9/20/2016 16:34,9/20/2016 16:32,9/20/2016 16:40,9/20/2016 16:48,0:08:10,0:16:04,C,4,1,4, $-   , $-   , $-   , $-   
16-0006928,599,Business office.,Business,353,No Hazard,ASSIST,None,9/20/2016 17:10,9/20/2016 17:07,9/20/2016 17:13,9/20/2016 17:51,0:06:03,0:43:54,C,3,2,7, $-   , $-   , $-   , $-   
16-0006930,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,9/20/2016 19:11,9/20/2016 19:10,9/20/2016 19:15,9/20/2016 19:26,0:04:34,0:15:27,C,5,1,4, $-   , $-   , $-   , $-   
16-0006931,300,"Health care, detention, and correction.",Health Care or Detention,311,Medical,EMS,None,9/20/2016 21:02,9/20/2016 21:02,9/20/2016 21:07,9/20/2016 21:14,0:05:02,0:12:29,C,3,1,4, $-   , $-   , $-   , $-   
16-0006932,429,Multifamily dwelling.,Residential,671,No Hazard,GOOD INTENT,None,9/20/2016 21:08,9/20/2016 21:07,9/20/2016 21:14,9/20/2016 21:33,0:06:15,0:25:19,C,7,5,17, $-   , $-   , $-   , $-   
16-0006933,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,9/21/2016 5:26,9/21/2016 5:26,9/21/2016 5:30,9/21/2016 6:01,0:04:02,0:35:24,C,9,1,4, $-   , $-   , $-   , $-   
16-0006934,419,1- or 2-family dwelling.,Residential,440,Hazard,HAZARDOUS CONDITION,None,9/21/2016 7:57,9/21/2016 7:56,9/21/2016 8:01,9/21/2016 8:10,0:05:29,0:14:18,A,2,1,4, $-   , $-   , $-   , $-   
16-0006935,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,9/21/2016 8:12,9/21/2016 8:11,9/21/2016 8:16,9/21/2016 8:28,0:05:20,0:17:06,A,5,1,4, $-   , $-   , $-   , $-   
16-0006936,429,Multifamily dwelling.,Residential,736,No Hazard,ALARM,None,9/21/2016 8:14,9/21/2016 8:12,9/21/2016 8:17,9/21/2016 8:28,0:05:54,0:15:55,A,2,4,13, $-   , $-   , $-   , $-   
16-0006937,961,Highway or divided highway.,Outside,611,No Hazard,GOOD INTENT,Automatic Aid Given,9/21/2016 9:05,9/21/2016 9:03,,9/21/2016 9:10,,0:07:03,A,MVFD,4,12, $-   , $-   , $-   , $-   
16-0006938,419,1- or 2-family dwelling.,Residential,733,No Hazard,ALARM,None,9/21/2016 9:51,9/21/2016 9:50,9/21/2016 9:55,9/21/2016 10:04,0:05:11,0:13:45,A,8,1,5, $-   , $-   , $-   , $-   
16-0006939,254,Day care in commercial property.,Educational,311,Medical,EMS,None,9/21/2016 9:56,9/21/2016 9:56,9/21/2016 10:02,9/21/2016 10:13,0:06:38,0:17:18,A,4,1,4, $-   , $-   , $-   , $-   
16-0006940,419,1- or 2-family dwelling.,Residential,412,Special Ops,HAZARDOUS MATERIAL,None,9/21/2016 10:15,9/21/2016 10:14,9/21/2016 10:19,9/21/2016 10:57,0:04:53,0:43:11,A,3,4,12, $-   , $-   , $-   , $-   
16-0006941,419,1- or 2-family dwelling.,Residential,736,No Hazard,ALARM,None,9/21/2016 10:32,9/21/2016 10:32,9/21/2016 10:35,9/21/2016 10:52,0:02:55,0:19:32,A,2,1,4, $-   , $-   , $-   , $-   
16-0006943,200,"Educational, other.",Educational,745,No Hazard,ALARM,None,9/21/2016 10:37,9/21/2016 10:35,9/21/2016 10:41,9/21/2016 11:01,0:05:45,0:26:17,A,4,4,14, $-   , $-   , $-   , $-   
16-0006944,963,Street or road in commercial area.,Outside,463,Hazard,MVA,None,9/21/2016 11:02,9/21/2016 11:01,9/21/2016 11:08,9/21/2016 11:17,0:07:14,0:15:57,A,4,2,8, $-   , $-   , $-   , $-   
16-0006945,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,9/21/2016 12:10,9/21/2016 12:09,9/21/2016 12:14,9/21/2016 12:36,0:05:02,0:26:24,A,1,1,4, $-   , $-   , $-   , $-   
16-0006946,419,1- or 2-family dwelling.,Residential,116,Fire,STRUCTURE,Automatic Aid Received,9/21/2016 13:20,9/21/2016 13:19,9/21/2016 13:24,9/21/2016 14:06,0:05:10,0:47:38,A,6,6,21,"$450,000 ", $-   ,"$250,000 ", $-   
16-0006947,213,Elementary school.,Educational,321,Medical,EMS,None,9/21/2016 13:35,9/21/2016 13:34,9/21/2016 13:39,9/21/2016 13:51,0:05:18,0:16:46,A,7,1,3, $-   , $-   , $-   , $-   
16-0006948,419,1- or 2-family dwelling.,Residential,736,No Hazard,ALARM,None,9/21/2016 14:01,9/21/2016 13:59,9/21/2016 14:03,9/21/2016 14:13,0:04:19,0:14:16,A,6,2,7, $-   , $-   , $-   , $-   
16-0006949,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,9/21/2016 16:00,9/21/2016 15:58,9/21/2016 16:05,9/21/2016 16:21,0:07:32,0:23:16,A,9,1,4, $-   , $-   , $-   , $-   
16-0006951,419,1- or 2-family dwelling.,Residential,743,No Hazard,ALARM,Automatic Aid Received,9/21/2016 18:40,9/21/2016 18:39,9/21/2016 18:51,9/21/2016 18:54,0:12:14,0:14:54,A,6,2,8, $-   , $-   , $-   , $-   
16-0006952,400,"Residential, other.",Residential,611,No Hazard,GOOD INTENT,None,9/21/2016 18:58,9/21/2016 18:57,,9/21/2016 19:01,,0:04:00,A,3,1,4, $-   , $-   , $-   , $-   
16-0006953,419,1- or 2-family dwelling.,Residential,745,No Hazard,ALARM,None,9/21/2016 20:08,9/21/2016 20:07,9/21/2016 20:12,9/21/2016 20:15,0:04:48,0:08:40,A,5,2,8, $-   , $-   , $-   , $-   
16-0006954,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,9/21/2016 22:34,9/21/2016 22:34,9/21/2016 22:39,9/21/2016 22:49,0:05:32,0:15:33,A,4,1,5, $-   , $-   , $-   , $-   
16-0006955,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,9/22/2016 0:28,9/22/2016 0:28,9/22/2016 0:32,9/22/2016 0:43,0:04:22,0:15:12,A,4,1,4, $-   , $-   , $-   , $-   
16-0006956,449,"Hotel/Motel, commercial.",Residential,311,Medical,EMS,Automatic Aid Received,9/22/2016 1:37,9/22/2016 1:36,9/22/2016 1:45,9/22/2016 1:47,0:08:30,0:10:04,A,1,1,4, $-   , $-   , $-   , $-   
16-0006957,961,Highway or divided highway.,Outside,324,Hazard,MVA,Automatic Aid Received,9/22/2016 5:55,9/22/2016 5:54,9/22/2016 5:59,9/22/2016 6:21,0:05:26,0:27:27,A,1,5,14, $-   , $-   , $-   , $-   
16-0006958,429,Multifamily dwelling.,Residential,746,No Hazard,ALARM,None,9/22/2016 6:01,9/22/2016 6:00,9/22/2016 6:07,9/22/2016 6:22,0:06:54,0:22:37,A,4,4,13, $-   , $-   , $-   , $-   
16-0006960,599,Business office.,Business,321,Medical,EMS,None,9/22/2016 9:30,9/22/2016 9:30,9/22/2016 9:34,9/22/2016 9:50,0:03:34,0:20:11,C,3,1,4, $-   , $-   , $-   , $-   
16-0006961,963,Street or road in commercial area.,Outside,322,Hazard,MVA,None,9/22/2016 9:46,9/22/2016 9:45,9/22/2016 9:50,9/22/2016 10:30,0:04:53,0:45:30,C,3,3,10, $-   , $-   , $-   , $-   
16-0006962,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,9/22/2016 9:49,9/22/2016 9:48,9/22/2016 9:53,9/22/2016 10:05,0:04:33,0:17:07,C,1,1,4, $-   , $-   , $-   , $-   
16-0006963,215,"High school, junior high, middle school.",Educational,745,No Hazard,ALARM,None,9/22/2016 9:39,9/22/2016 9:37,9/22/2016 9:44,9/22/2016 9:56,0:06:33,0:18:45,C,7,4,12, $-   , $-   , $-   , $-   
16-0006964,581,Department or discount store.,Business,511,No Hazard,ASSIST,None,9/22/2016 9:57,9/22/2016 9:55,9/22/2016 9:59,9/22/2016 10:16,0:03:47,0:20:40,C,3,1,4, $-   , $-   , $-   , $-   
16-0006965,449,"Hotel/Motel, commercial.",Residential,321,Medical,EMS,None,9/22/2016 10:34,9/22/2016 10:34,9/22/2016 10:36,9/22/2016 11:00,0:02:27,0:26:11,C,1,1,4, $-   , $-   , $-   , $-   
16-0006966,960,"Street, other.",Outside,322,Hazard,MVA,None,9/22/2016 10:46,9/22/2016 10:45,9/22/2016 10:50,9/22/2016 11:12,0:05:40,0:27:00,C,2,2,7, $-   , $-   , $-   , $-   
16-0006967,557,Personal service.,Business,321,Medical,EMS,None,9/22/2016 12:01,9/22/2016 12:01,9/22/2016 12:05,9/22/2016 12:13,0:04:37,0:12:14,C,7,1,3, $-   , $-   , $-   , $-   
16-0006968,429,Multifamily dwelling.,Residential,743,No Hazard,ALARM,None,9/22/2016 12:20,9/22/2016 12:18,9/22/2016 12:24,9/22/2016 12:28,0:06:35,0:10:18,C,3,2,7, $-   , $-   , $-   , $-   
16-0006969,599,Business office.,Business,671,No Hazard,GOOD INTENT,None,9/22/2016 12:52,9/22/2016 12:51,9/22/2016 12:53,9/22/2016 13:07,0:01:26,0:15:25,C,7,1,4, $-   , $-   , $-   , $-   
16-0006970,429,Multifamily dwelling.,Residential,671,No Hazard,GOOD INTENT,None,9/22/2016 13:16,9/22/2016 13:16,9/22/2016 13:17,9/22/2016 13:35,0:00:30,0:18:36,C,8,1,4, $-   , $-   , $-   , $-   
16-0006971,254,Day care in commercial property.,Educational,311,Medical,EMS,None,9/22/2016 13:26,9/22/2016 13:26,9/22/2016 13:30,9/22/2016 13:41,0:04:01,0:15:10,C,1,1,4, $-   , $-   , $-   , $-   
16-0006973,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,9/22/2016 14:32,9/22/2016 14:31,9/22/2016 14:36,9/22/2016 14:42,0:05:03,0:10:42,C,8,1,4, $-   , $-   , $-   , $-   
16-0006974,160,"Eating, drinking places, other.",Assembly,321,Medical,EMS,None,9/22/2016 15:06,9/22/2016 15:06,9/22/2016 15:07,9/22/2016 15:20,0:01:35,0:14:48,C,9,1,4, $-   , $-   , $-   , $-   
16-0006975,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,9/22/2016 15:11,9/22/2016 15:10,9/22/2016 15:16,9/22/2016 15:28,0:06:02,0:17:23,C,9,1,4, $-   , $-   , $-   , $-   
16-0006976,599,Business office.,Business,321,Medical,EMS,None,9/22/2016 16:43,9/22/2016 16:43,9/22/2016 16:43,9/22/2016 16:59,0:00:00,0:16:24,C,4,2,1, $-   , $-   , $-   , $-   
16-0006977,215,"High school, junior high, middle school.",Educational,321,Medical,EMS,None,9/22/2016 17:25,9/22/2016 17:25,9/22/2016 17:27,9/22/2016 17:54,0:02:30,0:29:15,C,8,1,4, $-   , $-   , $-   , $-   
16-0006978,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,9/22/2016 19:30,9/22/2016 19:29,9/22/2016 19:33,9/22/2016 19:52,0:04:03,0:23:18,C,6,1,3, $-   , $-   , $-   , $-   
16-0006979,400,"Residential, other.",Residential,733,No Hazard,ALARM,None,9/22/2016 23:55,9/22/2016 23:54,9/23/2016 0:01,9/23/2016 0:42,0:06:52,0:47:45,C,4,4,13, $-   , $-   , $-   , $-   
16-0006980,400,"Residential, other.",Residential,733,No Hazard,ALARM,None,9/23/2016 0:53,9/23/2016 0:52,9/23/2016 0:58,9/23/2016 1:14,0:06:07,0:22:02,C,4,4,13, $-   , $-   , $-   , $-   
16-0006981,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,9/23/2016 4:40,9/23/2016 4:39,9/23/2016 4:46,9/23/2016 5:07,0:06:27,0:27:37,C,8,1,4, $-   , $-   , $-   , $-   
16-0006982,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,9/23/2016 4:48,9/23/2016 4:47,9/23/2016 4:53,9/23/2016 5:11,0:05:49,0:23:42,C,1,1,4, $-   , $-   , $-   , $-   
16-0006983,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,9/23/2016 6:08,9/23/2016 6:07,9/23/2016 6:11,9/23/2016 6:30,0:04:50,0:23:54,C,9,1,4, $-   , $-   , $-   , $-   
16-0006984,963,Street or road in commercial area.,Outside,600,No Hazard,GOOD INTENT,Automatic Aid Received,9/23/2016 7:06,9/23/2016 7:06,9/23/2016 7:10,9/23/2016 7:11,0:03:45,0:05:21,C,6,2,7, $-   , $-   , $-   , $-   
16-0006985,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,9/23/2016 7:21,9/23/2016 7:21,9/23/2016 7:24,9/23/2016 7:43,0:03:43,0:22:41,A,5,1,4, $-   , $-   , $-   , $-   
16-0006986,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,9/23/2016 8:43,9/23/2016 8:42,9/23/2016 8:47,9/23/2016 8:57,0:04:51,0:14:22,A,4,1,4, $-   , $-   , $-   , $-   
16-0006987,254,Day care in commercial property.,Educational,321,Medical,EMS,None,9/23/2016 9:11,9/23/2016 9:11,9/23/2016 9:14,9/23/2016 9:28,0:03:01,0:17:30,A,1,1,4, $-   , $-   , $-   , $-   
16-0006988,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,9/23/2016 9:48,9/23/2016 9:48,9/23/2016 9:53,9/23/2016 10:07,0:05:25,0:19:08,A,3,1,4, $-   , $-   , $-   , $-   
16-0006989,579,"Motor vehicle or boat sales, services.",Business,321,Medical,EMS,None,9/23/2016 10:20,9/23/2016 10:19,9/23/2016 10:25,9/23/2016 10:39,0:06:09,0:20:00,A,4,1,3, $-   , $-   , $-   , $-   
16-0006990,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,9/23/2016 10:26,9/23/2016 10:26,9/23/2016 10:31,9/23/2016 10:40,0:05:30,0:14:28,A,3,1,4, $-   , $-   , $-   , $-   
16-0006991,599,Business office.,Business,730,No Hazard,ALARM,None,9/23/2016 10:31,9/23/2016 10:30,9/23/2016 10:34,9/23/2016 10:42,0:04:19,0:11:58,A,6,2,7, $-   , $-   , $-   , $-   
16-0006992,429,Multifamily dwelling.,Residential,113,Fire,STRUCTURE,None,9/23/2016 10:37,9/23/2016 10:36,9/23/2016 10:41,9/23/2016 11:24,0:05:43,0:48:46,A,9,10,29, $-   , $-   , $-   , $-   
16-0006993,961,Highway or divided highway.,Outside,411,Special Ops,HAZARDOUS MATERIAL,None,9/23/2016 11:21,9/23/2016 11:20,9/23/2016 11:26,9/23/2016 11:44,0:05:52,0:23:34,A,3,1,4, $-   , $-   , $-   , $-   
16-0006994,213,Elementary school.,Educational,321,Medical,EMS,None,9/23/2016 11:46,9/23/2016 11:45,9/23/2016 11:50,9/23/2016 12:18,0:04:16,0:32:38,A,3,1,3, $-   , $-   , $-   , $-   
16-0006995,599,Business office.,Business,300,Medical,EMS,None,9/23/2016 11:47,9/23/2016 11:46,9/23/2016 11:50,9/23/2016 11:50,0:04:20,0:04:37,A,4,1,4, $-   , $-   , $-   , $-   
16-0006996,599,Business office.,Business,321,Medical,EMS,None,9/23/2016 11:54,9/23/2016 11:53,9/23/2016 11:56,9/23/2016 12:08,0:03:18,0:14:44,A,3,1,4, $-   , $-   , $-   , $-   
16-0006997,419,1- or 2-family dwelling.,Residential,554,No Hazard,ASSIST,None,9/23/2016 14:14,9/23/2016 14:14,9/23/2016 14:19,9/23/2016 14:34,0:05:22,0:20:17,A,3,1,4, $-   , $-   , $-   , $-   
16-0006998,200,"Educational, other.",Educational,735,No Hazard,ALARM,None,9/23/2016 16:22,9/23/2016 16:21,9/23/2016 16:28,9/23/2016 16:42,0:06:57,0:20:51,A,4,4,13, $-   , $-   , $-   , $-   
16-0006999,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,9/23/2016 16:46,9/23/2016 16:44,9/23/2016 16:49,9/23/2016 16:58,0:04:37,0:13:36,A,2,1,4, $-   , $-   , $-   , $-   
16-0007000,961,Highway or divided highway.,Outside,321,Medical,EMS,Automatic Aid Received,9/23/2016 17:50,9/23/2016 17:47,9/23/2016 17:52,9/23/2016 18:01,0:05:56,0:14:59,A,9,1,4, $-   , $-   , $-   , $-   
16-0007001,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,9/23/2016 18:28,9/23/2016 18:27,9/23/2016 18:31,9/23/2016 18:46,0:03:48,0:19:16,A,3,1,4, $-   , $-   , $-   , $-   
16-0007002,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,9/23/2016 19:11,9/23/2016 19:11,9/23/2016 19:15,9/23/2016 19:28,0:04:21,0:16:31,A,8,1,4, $-   , $-   , $-   , $-   
16-0007003,963,Street or road in commercial area.,Outside,324,Hazard,MVA,None,9/23/2016 19:40,9/23/2016 19:39,9/23/2016 19:42,9/23/2016 20:17,0:03:01,0:37:15,A,6,2,7, $-   , $-   , $-   , $-   
16-0007004,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,9/23/2016 22:16,9/23/2016 22:15,9/23/2016 22:21,9/23/2016 22:54,0:05:51,0:38:15,A,8,1,4, $-   , $-   , $-   , $-   
16-0007006,419,1- or 2-family dwelling.,Residential,611,No Hazard,GOOD INTENT,None,9/24/2016 0:48,9/24/2016 0:47,,9/24/2016 0:52,,0:04:35,A,4,1,4, $-   , $-   , $-   , $-   
16-0007007,429,Multifamily dwelling.,Residential,311,Medical,EMS,None,9/24/2016 1:16,9/24/2016 1:16,9/24/2016 1:22,9/24/2016 1:34,0:06:03,0:17:54,A,7,1,4, $-   , $-   , $-   , $-   
16-0007008,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,9/24/2016 1:47,9/24/2016 1:45,9/24/2016 1:51,9/24/2016 2:10,0:05:27,0:24:50,A,4,1,4, $-   , $-   , $-   , $-   
16-0007009,400,"Residential, other.",Residential,311,Medical,EMS,None,9/24/2016 6:20,9/24/2016 6:20,9/24/2016 6:25,9/24/2016 6:40,0:05:07,0:20:32,A,4,1,4, $-   , $-   , $-   , $-   
16-0007010,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,9/24/2016 6:55,9/24/2016 6:54,9/24/2016 6:59,9/24/2016 7:12,0:04:19,0:17:09,A,9,1,4, $-   , $-   , $-   , $-   
16-0007011,UUU,Undetermined.,Other,745,No Hazard,ALARM,Automatic Aid Given,9/24/2016 9:51,9/24/2016 9:50,9/24/2016 10:00,9/24/2016 10:13,0:10:38,0:23:19,B,6,2,7, $-   , $-   , $-   , $-   
16-0007012,938,Graded and cared-for plots of land.,Outside,311,Medical,EMS,None,9/24/2016 10:02,9/24/2016 10:00,9/24/2016 10:06,9/24/2016 10:21,0:05:57,0:20:29,B,MVFD,3,8, $-   , $-   , $-   , $-   
16-0007013,581,Department or discount store.,Business,743,No Hazard,ALARM,None,9/24/2016 10:35,9/24/2016 10:33,9/24/2016 10:38,9/24/2016 10:59,0:04:22,0:26:05,B,4,2,7, $-   , $-   , $-   , $-   
16-0007014,129,"Amusement center, indoor/outdoor.",Assembly,321,Medical,EMS,None,9/24/2016 10:48,9/24/2016 10:48,9/24/2016 10:52,9/24/2016 11:19,0:04:28,0:31:08,B,8,1,4, $-   , $-   , $-   , $-   
16-0007015,960,"Street, other.",Outside,324,Hazard,MVA,None,9/24/2016 11:54,9/24/2016 11:54,9/24/2016 12:00,9/24/2016 12:19,0:05:55,0:24:54,B,2,2,7, $-   , $-   , $-   , $-   
16-0007016,963,Street or road in commercial area.,Outside,324,Hazard,MVA,None,9/24/2016 12:50,9/24/2016 12:50,9/24/2016 12:55,9/24/2016 13:03,0:05:25,0:12:58,B,2,2,7, $-   , $-   , $-   , $-   
16-0007018,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,9/24/2016 14:20,9/24/2016 14:19,9/24/2016 14:24,9/24/2016 14:40,0:04:57,0:20:53,B,3,1,4, $-   , $-   , $-   , $-   
16-0007019,200,"Educational, other.",Educational,321,Medical,EMS,None,9/24/2016 15:57,9/24/2016 15:57,9/24/2016 15:59,9/24/2016 16:22,0:02:37,0:25:58,B,1,1,4, $-   , $-   , $-   , $-   
16-0007020,311,"Nursing homes licensed by the State,.",Health Care or Detention,311,Medical,EMS,None,9/24/2016 16:24,9/24/2016 16:23,9/24/2016 16:28,9/24/2016 16:37,0:05:06,0:13:52,B,4,1,3, $-   , $-   , $-   , $-   
16-0007021,400,"Residential, other.",Residential,554,No Hazard,ASSIST,None,9/24/2016 16:41,9/24/2016 16:41,9/24/2016 16:45,9/24/2016 17:15,0:04:36,0:34:05,B,4,1,4, $-   , $-   , $-   , $-   
16-0007022,215,"High school, junior high, middle school.",Educational,321,Medical,EMS,None,9/24/2016 16:51,9/24/2016 16:51,9/24/2016 16:56,9/24/2016 17:02,0:05:23,0:11:20,B,7,1,3, $-   , $-   , $-   , $-   
16-0007023,215,"High school, junior high, middle school.",Educational,321,Medical,EMS,None,9/24/2016 17:00,9/24/2016 16:59,9/24/2016 17:10,9/24/2016 21:05,0:10:38,4:05:49,B,7,3,8, $-   , $-   , $-   , $-   
16-0007025,549,Specialty shop.,Business,735,No Hazard,ALARM,Automatic Aid Received,9/24/2016 17:30,9/24/2016 17:28,9/24/2016 17:35,9/24/2016 17:45,0:06:38,0:16:43,B,3,2,7, $-   , $-   , $-   , $-   
